Date,Open,High,Low,Close,Volume
2022-01-11,-0.73,-0.5,-1.94,-1.7297496020443153,1.615159902792212
2022-01-12,-4.69,-1.58,-5.84,-1.725285769939924,0.6671178591061837
2022-01-13,1.45,5.8,-6.67,-1.7207046428467625,-0.0335588455112812
2022-01-14,-2.7,-0.38,-5.32,-1.716485071991818,1.242386089498191
2022-01-17,-1.27,-0.54,-6.33,-1.712237729251735,1.625514730939268
2022-01-18,-2.23,0.71,-2.97,-1.707798909516185,0.5259853865833446
2022-01-19,1.54,4.92,-4.46,-1.7032888395618822,-1.0245542503999123
2022-01-20,-1.62,1.07,-4.36,-1.6988735010686995,1.4172676315373611
2022-01-21,-0.23,3.53,-3.35,-1.6943564720930095,-0.0327918212040918
2022-01-24,2.84,7.68,-5.63,-1.6898039504408096,0.0722905088808481
2022-01-25,-4.01,1.11,-4.04,-1.6852795853143427,0.5371072390375901
2022-01-26,1.21,6.04,-3.54,-1.680805470863431,-1.4590735204226757
2022-01-27,-1.64,-1.09,-4.01,-1.6763320409390503,-0.4607913846157453
2022-01-28,0.08,1.18,-1.78,-1.6719220480271924,-0.8592605122006091
2022-01-31,-2.27,-0.54,-6.05,-1.6674621000407266,-1.5538010223605594
2022-02-01,-2.67,1.01,-6.89,-1.6630886688680122,-0.9006798247888337
2022-02-02,-1.57,-0.08,-5.89,-1.6586938507320184,1.6143928784850226
2022-02-03,0.4,3.55,-4.63,-1.6541830263169597,-0.2352862383020784
2022-02-04,-1.55,0.35,-5.01,-1.6497594678146517,-1.3919588935436078
2022-02-07,-2.28,0.17,-2.89,-1.645360437715504,-0.6092105880568832
2022-02-08,-0.3,1.38,-3.06,-1.640855429554335,-0.8956941667921029
2022-02-09,0.09,0.51,-2.08,-1.636356612534626,1.3635759300341073
2022-02-10,-2.83,2.37,-7.05,-1.6319109455310934,0.79406038194602
2022-02-11,-0.45,0.66,-4.55,-1.627459352350835,1.0061426028838734
2022-02-14,-0.2,4.08,-3.1,-1.6229573163012143,1.6109412691026703
2022-02-15,-4.98,-0.84,-5.0,-1.6184058977133755,1.5783427360471234
2022-02-16,-1.13,2.65,-5.92,-1.613923048400273,0.3307777004036567
2022-02-17,-2.96,-1.17,-4.82,-1.6095646016777378,1.5779592238935287
2022-02-18,-1.11,1.58,-5.67,-1.6051194818831898,-0.3154402784033648
2022-02-21,-1.69,1.3,-5.1,-1.6006909466958448,-1.6477614999912538
2022-02-22,-0.2,0.76,-4.08,-1.5963200833025455,0.7442038019787127
2022-02-23,-0.13,4.72,-6.37,-1.591810726179307,-1.1365397992495567
2022-02-24,-1.57,2.26,-3.03,-1.587294500281621,1.1438234660243605
2022-02-25,2.0,3.23,-5.38,-1.5827647586317388,-0.1240677137596237
2022-02-28,-2.65,0.31,-5.93,-1.5783883522390307,0.2322150769298261
2022-03-01,-2.25,0.49,-6.52,-1.5739093994130515,-0.3016338408739566
2022-03-02,-0.29,3.89,-3.05,-1.569445066983001,-0.0266556267465771
2022-03-03,1.09,2.19,-5.26,-1.5649527237509804,-0.6475618034163504
2022-03-04,4.79,9.4,-4.71,-1.5604762466585471,-1.3363496312723806
2022-03-07,2.38,5.13,-3.69,-1.5560124741896395,-0.6226335134326968
2022-03-08,0.38,2.88,-2.64,-1.5515594333418987,1.673453750138602
2022-03-09,-4.55,2.24,-5.24,-1.546995702053714,0.9946372382760332
2022-03-10,-3.41,0.5,-3.75,-1.542607767401879,0.6517773729623969
2022-03-11,-5.19,-1.49,-9.27,-1.5381583383944537,-0.9501528926025464
2022-03-14,0.59,5.07,-4.35,-1.5335968815175882,1.4882173799523757
2022-03-15,-1.64,2.38,-3.62,-1.5292044142777284,-1.6527471579879849
2022-03-16,-1.13,0.65,-6.42,-1.524807395705081,-0.3031678894883353
2022-03-17,-0.11,3.25,-5.2,-1.5202769635574969,-1.4349122547462112
2022-03-18,-2.43,0.36,-2.46,-1.5159392232155608,-0.3518739329948586
2022-03-21,1.07,2.17,-2.33,-1.5114153374778465,-1.2128587178148962
2022-03-22,-1.9,1.04,-3.48,-1.5069941680010577,1.2830383777792262
2022-03-23,-0.27,2.7,-6.29,-1.502492663030286,-1.2243640824227364
2022-03-24,-1.93,-1.31,-5.41,-1.4981367792148554,0.6141931819101191
2022-03-25,2.1,6.25,-1.88,-1.4935660616502875,-0.1700891721909843
2022-03-28,0.27,4.89,-5.37,-1.48920986565695,0.0216669046063514
2022-03-29,0.16,4.64,-5.32,-1.484680236349857,1.67575482306017
2022-03-30,-1.77,-1.16,-3.2,-1.4803203098255275,-0.1060426425406741
2022-03-31,-3.6,1.91,-6.12,-1.4756939396400324,1.3973249995504384
2022-04-01,-1.59,0.6,-2.38,-1.4712354210852134,0.3277096031748994
2022-04-04,-2.84,1.89,-5.78,-1.4665963209345785,1.3210060809850988
2022-04-05,-2.66,-1.0,-3.21,-1.4622045530365366,-0.4903218204425351
2022-04-06,-0.65,2.74,-2.82,-1.4577791879997166,1.6443068264654068
2022-04-07,0.58,5.36,-5.72,-1.4532061805758405,1.5384574720732775
2022-04-08,-2.3,-1.08,-4.15,-1.4488686440277858,-0.9923392294979602
2022-04-11,0.06,1.86,-2.31,-1.444466194245967,0.3840858897533161
2022-04-12,-2.88,1.51,-6.3,-1.439957092901784,-1.632421013847467
2022-04-13,-2.52,-1.27,-5.55,-1.4355831750280246,0.8592574480571141
2022-04-14,-0.73,-0.02,-3.89,-1.431071685056179,1.2174577995145377
2022-04-15,-4.72,2.67,-8.82,-1.4265915755150724,-0.3188918877857168
2022-04-18,0.65,3.36,-2.39,-1.4222618480289726,-0.666737411096084
2022-04-19,-2.56,1.35,-3.47,-1.417710535556312,1.0249346984100125
2022-04-20,-0.84,1.4,-4.8,-1.4133583753298598,0.2866738027402695
2022-04-21,-4.05,-0.63,-8.67,-1.4088246089653125,0.3955912543611563
2022-04-22,-2.97,2.25,-5.31,-1.404348243592825,0.6671178591061837
2022-04-25,1.72,3.94,-6.16,-1.3999239824354408,-0.8370168072921181
2022-04-26,-1.19,-0.16,-5.89,-1.395557799715935,-0.0550355261125828
2022-04-27,-2.57,3.09,-6.34,-1.3910635038762742,1.1173611274263282
2022-04-28,2.85,7.82,-3.64,-1.3866765256746607,-0.4393147040144437
2022-04-29,-1.11,1.43,-1.47,-1.382103765224336,-0.927142163386866
2022-05-02,-0.48,0.89,-3.4,-1.3775277456582655,1.6784394081353329
2022-05-03,-3.19,2.35,-6.38,-1.3729162227459917,1.6136258541778332
2022-05-04,-2.36,2.06,-2.97,-1.3684262464122443,-1.1564824312364796
2022-05-05,-1.0,2.98,-5.7,-1.3639974576161051,-0.2970316950308206
2022-05-06,-2.37,-0.68,-3.78,-1.3595590775850808,0.9328917815472912
2022-05-09,-1.69,-0.26,-4.08,-1.3551272328178303,-1.5511164372853967
2022-05-10,-1.7,3.52,-4.16,-1.350640193660118,-0.0320247968969025
2022-05-11,-3.61,3.63,-8.35,-1.3461363127734354,1.0034580178087107
2022-05-12,2.97,4.26,-1.55,-1.3415614439212613,-1.067124099448921
2022-05-13,-0.46,3.15,-1.45,-1.3370947541485063,1.3996260724720064
2022-05-16,-1.41,-1.19,-1.6,-1.3327551665455712,1.3862031470961929
2022-05-17,-0.49,1.91,-2.08,-1.3283266555658633,1.013429333802172
2022-05-18,0.46,2.54,-4.28,-1.3237228285429208,-1.1741239903018346
2022-05-19,2.86,4.89,-3.94,-1.3193969348769112,-0.5489991799425198
2022-05-20,0.48,2.82,-3.66,-1.3148660375753718,1.6420057535438388
2022-05-23,0.32,3.6,-3.56,-1.3104360221220972,1.0280027956387696
2022-05-24,-1.8,2.0,-5.58,-1.3060500207958892,1.4345256784491216
2022-05-25,0.33,3.69,-5.78,-1.3015498007825452,1.213239165824996
2022-05-26,-2.77,0.11,-5.24,-1.296945518229311,-1.472496445798489
2022-05-27,3.11,6.36,-5.08,-1.2924502244993823,1.0437267939361512
2022-05-30,-0.63,1.92,-5.52,-1.2880087763395287,0.7434367776715234
2022-05-31,-1.91,2.49,-5.01,-1.2836596179628748,0.7698991162695557
2022-06-01,-0.6,-0.13,-1.81,-1.2792035521861296,0.1133263093154779
2022-06-02,0.62,1.71,-2.35,-1.274857617513927,-0.9566725992136556
2022-06-03,0.97,5.71,-4.77,-1.2704204002875017,0.1290503076128595
2022-06-06,-5.32,-0.5,-6.2,-1.2659611384054124,-0.1198490800700823
2022-06-07,3.16,5.4,-1.75,-1.2617070369044017,-0.9397980644554902
2022-06-08,-0.33,3.56,-6.18,-1.2571181699133478,1.0862966429851597
2022-06-09,0.45,2.36,-5.64,-1.2527638744304916,1.04526084255053
2022-06-10,-2.85,-0.87,-5.0,-1.248315587393552,1.6051885867987503
2022-06-13,-2.05,-0.77,-2.36,-1.243803024434405,0.2441039536912609
2022-06-14,-5.54,-0.67,-6.43,-1.2392212809553471,-1.6527471579879849
2022-06-15,-4.41,3.7,-4.6,-1.2348271257254704,-0.4738307978379641
2022-06-16,-2.58,-0.52,-4.54,-1.2305862977944366,-0.7702856925666453
2022-06-17,-3.31,0.27,-7.5,-1.2260250826424732,0.978529727825057
2022-06-20,0.52,0.82,-1.25,-1.2216717670618975,0.5735408936290839
2022-06-21,0.9,4.91,-4.23,-1.2171747767560397,-1.240471592873713
2022-06-22,-0.34,3.13,-5.13,-1.21267223690486,1.2615616971779249
2022-06-23,-3.76,1.76,-5.24,-1.2084977433656252,1.7294465245634238
2022-06-24,-2.2,1.75,-2.42,-1.20417705203206,0.5904154283872494
2022-06-27,-3.17,3.68,-3.47,-1.1997533086899046,0.4170679349624578
2022-06-28,-2.5,-0.32,-3.01,-1.1955191729775425,-1.5948368227951892
2022-06-29,-1.35,1.84,-2.09,-1.1911737652927048,-0.2092074118576408
2022-06-30,-2.28,-0.46,-6.15,-1.1866978997058608,1.0889812280603224
2022-07-01,-0.0,3.88,-4.76,-1.1822409083113856,-0.224164385847833
2022-07-04,-3.6,1.03,-5.54,-1.177748989124762,1.0291533320995536
2022-07-05,2.02,4.26,-2.35,-1.1732439818596485,1.5476617637595496
2022-07-06,-0.97,0.2,-5.99,-1.1689292728390763,0.7959779427139934
2022-07-07,-1.12,3.38,-3.11,-1.1645791142392643,-0.4400817283216331
2022-07-08,-1.64,3.72,-1.86,-1.160046233076099,0.329243651789278
2022-07-11,-0.04,2.67,-5.34,-1.1554452208590085,-0.6951173104620897
2022-07-12,-4.98,0.98,-7.33,-1.1510667155286611,1.670769165063439
2022-07-13,-2.22,2.2,-5.42,-1.1465787030193395,-0.2437235056811612
2022-07-14,0.58,4.44,-4.12,-1.1420417394525455,1.5396080085340615
2022-07-15,-2.21,2.8,-6.0,-1.1375556334503856,-0.4673110912268547
2022-07-18,-1.18,1.44,-5.32,-1.1331129549531904,-0.2759385265831137
2022-07-19,-0.5,2.41,-5.66,-1.1287052708291867,0.2299140040082581
2022-07-20,-0.76,-0.33,-1.68,-1.1240630977509325,0.9674078753708116
2022-07-21,-3.08,1.91,-7.98,-1.119589613694917,-1.5894676526448637
2022-07-22,-0.5,3.38,-2.59,-1.115089989210572,-0.9977083996482856
2022-07-25,-1.53,2.97,-2.05,-1.1105961353278475,-1.007679715641747
2022-07-26,-0.08,4.76,-1.95,-1.106203789754796,0.1056560662435845
2022-07-27,-0.25,3.9,-2.31,-1.1017343587514907,-0.9509199169097357
2022-07-28,-2.42,-0.52,-6.72,-1.0972982415377082,0.2908924364298109
2022-07-29,-1.85,0.76,-2.52,-1.0928637231933993,1.2688484280962231
2022-08-01,1.25,3.21,-4.88,-1.0883705266268102,-0.901446849096023
2022-08-02,1.53,6.08,-5.12,-1.0839873987861992,0.2502401481487757
2022-08-03,-1.54,-0.96,-3.29,-1.0796300910140986,-1.3467044594194366
2022-08-04,-0.6,3.9,-2.91,-1.0751203059492094,-0.749576036272533
2022-08-05,-2.25,-1.06,-6.7,-1.0707028848404148,-0.8182247117659792
2022-08-08,-2.08,3.73,-3.16,-1.0662688012095978,-1.4306936210566696
2022-08-09,-3.94,1.0,-5.29,-1.061976145811326,1.5399915206876562
2022-08-10,-3.93,0.42,-4.29,-1.0574252517889366,-0.6000062963706111
2022-08-11,-1.2,3.79,-1.96,-1.052913565469868,0.5662541627107851
2022-08-12,1.69,3.28,-1.17,-1.0483854436506226,-0.435479582478497
2022-08-15,2.44,7.08,-3.3,-1.043885963508298,1.188694387994937
2022-08-16,0.69,5.46,-5.94,-1.039556442419007,1.4372102635242845
2022-08-17,-0.23,2.47,-1.94,-1.0350711005075692,-0.3568595909915893
2022-08-18,1.33,4.02,-3.48,-1.0306606020283953,0.4377775912565701
2022-08-19,0.27,1.35,-1.53,-1.02628169030854,0.8611750088250876
2022-08-22,-1.95,2.65,-2.23,-1.0217721442778445,-1.1683713079979143
2022-08-23,-0.36,0.69,-3.23,-1.0171591501927022,-1.687263251811505
2022-08-24,-0.35,0.5,-3.36,-1.0125609053895728,0.3932901814395882
2022-08-25,-4.01,0.19,-7.03,-1.0080404563784735,-0.3714330528281869
2022-08-26,-1.81,1.19,-4.96,-1.003578262893412,0.6513938608088021
2022-08-29,-3.27,-0.02,-4.13,-0.9991326175656364,-0.589651468223555
2022-08-30,-1.0,1.62,-3.55,-0.9947484950016688,1.7282959881026398
2022-08-31,0.84,2.41,-5.76,-0.9903076888017494,1.4939700622562957
2022-09-01,-1.32,3.05,-1.59,-0.9857616667652376,0.066537826576928
2022-09-02,-1.28,-0.91,-5.33,-0.9811339715548556,-0.9348124064587594
2022-09-05,-0.02,0.72,-4.69,-0.9767419887900592,-1.2243640824227364
2022-09-06,2.09,5.95,-4.9,-0.9724552464218386,-0.352640957302048
2022-09-07,-3.9,0.68,-6.29,-0.9680377595365544,1.270765988864197
2022-09-08,-2.07,0.15,-5.0,-0.963492145577556,-1.610177308938976
2022-09-09,-1.01,3.17,-5.63,-0.9588422028637856,0.0883980193318243
2022-09-12,2.55,5.36,-2.8,-0.9542603261980048,1.263095745792303
2022-09-13,0.08,2.47,-3.82,-0.9496806601894334,1.583328394043854
2022-09-14,-3.21,1.42,-7.63,-0.9452916313125832,-1.5967543835631626
2022-09-15,1.5,4.31,-4.29,-0.9409000868276096,-0.581597712998067
2022-09-16,-0.53,1.16,-4.8,-0.9365534073949452,-1.299532464527292
2022-09-19,0.71,4.26,-2.89,-0.932147940513636,0.2295304918546634
2022-09-20,-1.17,-0.64,-2.18,-0.9276014207466076,-0.2279995073837797
2022-09-21,-0.39,1.82,-1.28,-0.922991464728992,0.4293403238774873
2022-09-22,2.28,6.89,-1.33,-0.918495717982602,-1.4586900082690808
2022-09-23,-3.53,2.81,-5.49,-0.9140536069424364,-1.286876563458668
2022-09-26,-0.4,3.08,-2.04,-0.909683970386599,-1.2910951971482092
2022-09-27,-5.48,0.93,-6.46,-0.905229124953898,-0.9616582572103864
2022-09-28,-1.52,0.92,-1.67,-0.9007460934134736,1.260794672870735
2022-09-29,-4.87,3.99,-6.52,-0.8964118498177072,-0.0987559116223754
2022-09-30,-1.64,0.04,-5.16,-0.8918646714660348,0.089932067946203
2022-10-03,-1.49,1.64,-5.96,-0.8874376332821013,0.1723871809690574
2022-10-04,-1.62,2.7,-6.14,-0.8828958178995656,1.2201423845897
2022-10-05,1.17,1.51,-4.11,-0.8784319002338744,1.0214830890276605
2022-10-06,-2.98,2.38,-6.39,-0.8739404666255737,1.7133390141124478
2022-10-07,-2.06,2.97,-6.46,-0.8695382563900942,0.1501434760605664
2022-10-10,-1.73,-0.4,-5.48,-0.8651041370013383,-0.2467916029099186
2022-10-11,2.37,4.92,-2.21,-0.8605819112214371,1.0851461065243757
2022-10-12,-1.09,1.65,-4.94,-0.8561287609369647,1.112758981583192
2022-10-13,-4.58,-0.77,-6.12,-0.8517625399525003,-0.0021108489165181
2022-10-14,1.54,5.84,-5.37,-0.8472876838337214,1.6120918055634543
2022-10-17,-3.99,3.43,-4.82,-0.8427883510867556,-1.456005423193918
2022-10-18,-0.07,2.73,-3.31,-0.8382008622901376,-0.9605077207496024
2022-10-19,0.63,1.51,-2.85,-0.8336330489595495,-1.6017400415598932
2022-10-20,-1.43,3.97,-2.79,-0.8291739279803648,-0.9693285002822798
2022-10-21,2.83,5.26,-2.73,-0.824757911042138,-0.3491893479196959
2022-10-24,-1.51,1.85,-2.19,-0.8203134050727106,1.3152533986811787
2022-10-25,-1.45,3.49,-4.01,-0.8158952805570924,-0.1823615611060138
2022-10-26,-0.66,2.69,-1.38,-0.8113851886500096,0.6080569874526043
2022-10-27,-3.19,1.63,-6.2,-0.8068272773931077,1.1188951760407069
2022-10-28,2.66,6.98,-3.34,-0.8022516700482655,-1.322926705896567
2022-10-31,-1.56,0.81,-5.48,-0.7978235864057719,0.5163975827434778
2022-11-01,-0.34,4.62,-4.76,-0.7934044164705137,-0.0492828438086627
2022-11-02,-0.88,1.27,-0.98,-0.7889770639963692,1.242386089498191
2022-11-03,-0.71,1.63,-3.94,-0.7846846979586384,1.5131456699360293
2022-11-04,0.92,1.17,-1.31,-0.7803272137284151,-1.059070344223433
2022-11-07,-0.78,3.22,-5.44,-0.7758654064428714,-1.5292562445305002
2022-11-08,1.98,6.98,-4.91,-0.7713666454947583,-0.9455507467594102
2022-11-09,-2.02,0.78,-2.53,-0.7668578919989257,1.3612748571125393
2022-11-10,0.3,3.46,-3.99,-0.76246269568245,1.1714363410831767
2022-11-11,-2.88,1.61,-5.62,-0.758041657970771,1.5557155189850378
2022-11-14,-3.17,2.63,-4.46,-0.7536008312879713,0.5394083119591581
2022-11-15,0.52,0.63,-1.6,-0.7491699722186755,1.2071029713674812
2022-11-16,-0.58,1.61,-2.17,-0.7446436409165117,1.525034546697464
2022-11-17,0.79,2.02,-2.68,-0.7402955652647834,-1.076711903288788
2022-11-18,-1.31,3.9,-1.95,-0.7359333021032175,-0.3192753999393115
2022-11-21,-0.65,-0.58,-2.61,-0.7314950589403542,0.7319314130636833
2022-11-22,-3.17,0.85,-7.53,-0.7271521116281795,1.58793053988699
2022-11-23,-2.52,1.15,-5.98,-0.7228569267543989,-0.5052787944327273
2022-11-24,-2.48,-0.33,-5.05,-0.7185253982676963,-0.6019238571385845
2022-11-25,-2.29,0.8,-5.06,-0.7140821793651511,1.597518343726857
2022-11-28,-0.75,0.33,-1.86,-0.7095609815202869,1.5572495675994165
2022-11-29,-3.63,0.37,-4.36,-0.7050379230904731,1.5852459548118274
2022-11-30,-0.65,2.35,-4.38,-0.7004312328521115,0.8258918906943777
2022-12-01,-2.78,3.43,-5.84,-0.6959572615802039,-1.4951236628605746
2022-12-02,3.11,6.76,-3.55,-0.6914712765860022,-0.697034871230063
2022-12-05,-0.78,3.92,-5.1,-0.6870287446026216,0.3346128219396034
2022-12-06,0.61,3.4,-1.11,-0.6825818744783865,-0.0849494740929672
2022-12-07,-2.51,4.16,-4.35,-0.6779311934462879,0.9371104152368324
2022-12-08,-0.41,3.93,-1.61,-0.6734429625284164,0.9006767606453387
2022-12-09,0.38,3.44,-2.73,-0.668946969588033,-1.2101741327397335
2022-12-12,-0.05,2.99,-3.25,-0.6645843330451525,-1.6795930087396116
2022-12-13,2.33,4.32,-1.14,-0.660082790421102,-1.55878668035729
2022-12-14,-6.12,2.09,-11.01,-0.6555591099919906,0.2222437609363647
2022-12-15,-0.25,2.08,-4.32,-0.6509950688832953,-1.3179410478998363
2022-12-16,0.7,4.89,-5.0,-0.6464739108912984,-1.048332003922782
2022-12-19,2.85,3.72,-4.81,-0.6420203355484376,0.0044088576945912
2022-12-20,0.69,5.05,-2.28,-0.6375705718921266,1.2186083359753217
2022-12-21,-1.15,2.0,-3.85,-0.6331121157473034,-0.0139997256779529
2022-12-22,-1.15,1.0,-1.93,-0.6286376513792445,0.145924842371025
2022-12-23,0.08,2.0,-3.68,-0.6240595601179638,-0.1186985436092983
2022-12-26,-2.49,0.74,-4.21,-0.6194988829111799,-0.1271358109883811
2022-12-27,-2.48,4.26,-2.53,-0.6149667567824414,1.1403718566420085
2022-12-28,-1.98,2.95,-4.56,-0.6103206598871301,0.663282737570237
2022-12-29,-0.22,1.58,-1.58,-0.606092963483907,-1.703754274416076
2022-12-30,0.7,2.74,-4.13,-0.6016691529332928,1.7171741356483945
2023-01-02,0.2,5.02,-5.32,-0.5972052667591212,0.1252151860769128
2023-01-03,-0.13,1.06,-1.78,-0.5928004026149283,0.1394051357599156
